Date,Zone,Area_Type,Water_Supplied,Water_Consumed,Population
1970-01-01 00:00:00.000000015,Zone A,Residential,145.33,145.33,50000
1970-01-01 00:00:00.000000016,Zone B,Commercial,93.47,93.47,60000
1970-01-01 00:00:00.000000017,Zone C,Industrial,124.53,124.53,70000
1970-01-01 00:00:00.000000018,Zone A,Residential,97.15,97.15,50000
1970-01-01 00:00:00.000000019,Zone B,Commercial,84.25,84.25,60000
1970-01-01 00:00:00.000000020,Zone C,Industrial,68.37,68.37,70000
1970-01-01 00:00:00.000000021,Zone A,Residential,162.44,162.44,50000
1970-01-01 00:00:00.000000022,Zone B,Commercial,77.88,77.88,60000
1970-01-01 00:00:00.000000023,Zone C,Industrial,193.21,193.21,70000
1970-01-01 00:00:00.000000024,Zone A,Residential,247.77,247.77,50000
1970-01-01 00:00:00.000000025,Zone B,Commercial,104.67,104.67,60000
1970-01-01 00:00:00.000000026,Zone C,Industrial,251.91,251.91,70000
1970-01-01 00:00:00.000000027,Zone A,Residential,281.04,281.04,50000
1970-01-01 00:00:00.000000028,Zone B,Commercial,178.29,178.29,60000
1970-01-01 00:00:00.000000029,Zone C,Industrial,135.35,135.35,70000
1970-01-01 00:00:00.000000030,Zone A,Residential,132.47,132.47,50000
1970-01-01 00:00:00.000000031,Zone B,Commercial,55.29,55.29,60000
1970-01-01 00:00:00.000000032,Zone C,Industrial,113.52,113.52,70000
1970-01-01 00:00:00.000000033,Zone A,Residential,62.38,62.38,50000
1970-01-01 00:00:00.000000034,Zone B,Commercial,47.03,47.03,60000
1970-01-01 00:00:00.000000035,Zone C,Industrial,79.67,79.67,70000
1970-01-01 00:00:00.000000036,Zone A,Residential,90.72,90.72,50000
1970-01-01 00:00:00.000000037,Zone B,Commercial,62.63,62.63,60000
1970-01-01 00:00:00.000000038,Zone C,Industrial,135.48,135.48,70000
1970-01-01 00:00:00.000000039,Zone A,Residential,132.78,132.78,50000
1970-01-01 00:00:00.000000040,Zone B,Commercial,0.0,0.0,60000
1970-01-01 00:00:00.000000041,Zone C,Industrial,210.44,210.44,70000
1970-01-01 00:00:00.000000042,Zone A,Residential,104.97,104.97,50000
1970-01-01 00:00:00.000000043,Zone B,Commercial,152.47,152.47,60000
1970-01-01 00:00:00.000000044,Zone C,Industrial,120.84,120.84,70000
1970-01-01 00:00:00.000000045,Zone A,Residential,110.46,110.46,50000
1970-01-01 00:00:00.000000046,Zone B,Commercial,173.71,173.71,60000
1970-01-01 00:00:00.000000047,Zone C,Industrial,79.19,79.19,70000
1970-01-01 00:00:00.000000048,Zone A,Residential,35.9,35.9,50000
1970-01-01 00:00:00.000000049,Zone B,Commercial,95.45,95.45,60000
1970-01-01 00:00:00.000000050,Zone C,Industrial,349.05,349.05,70000
1970-01-01 00:00:00.000000051,Zone A,Residential,128.08,128.08,50000
1970-01-01 00:00:00.000000052,Zone B,Commercial,173.69,173.69,60000
1970-01-01 00:00:00.000000053,Zone C,Industrial,204.23,204.23,70000
1970-01-01 00:00:00.000000054,Zone A,Residential,305.59,305.59,50000
1970-01-01 00:00:00.000000055,Zone B,Commercial,80.55,80.55,60000
1970-01-01 00:00:00.000000056,Zone C,Industrial,220.61,220.61,70000
1970-01-01 00:00:00.000000057,Zone A,Residential,74.38,74.38,50000
1970-01-01 00:00:00.000000058,Zone B,Commercial,146.83,146.83,60000
1970-01-01 00:00:00.000000059,Zone C,Industrial,153.86,153.86,70000
1970-01-01 00:00:00.000000060,Zone A,Residential,92.31,92.31,50000
1970-01-01 00:00:00.000000061,Zone B,Commercial,78.35,78.35,60000
1970-01-01 00:00:00.000000062,Zone C,Industrial,77.23,77.23,70000
1970-01-01 00:00:00.000000063,Zone A,Residential,123.13,123.13,50000
1970-01-01 00:00:00.000000064,Zone B,Commercial,91.82,91.82,60000
1970-01-01 00:00:00.000000065,Zone C,Industrial,157.28,157.28,70000
1970-01-01 00:00:00.000000066,Zone A,Residential,124.54,124.54,50000
1970-01-01 00:00:00.000000067,Zone B,Commercial,171.57,171.57,60000
1970-01-01 00:00:00.000000068,Zone C,Industrial,127.85,127.85,70000
1970-01-01 00:00:00.000000069,Zone A,Residential,245.23,245.23,50000
1970-01-01 00:00:00.000000070,Zone B,Commercial,195.03,195.03,60000
1970-01-01 00:00:00.000000071,Zone C,Industrial,237.19,237.19,70000
1970-01-01 00:00:00.000000072,Zone A,Residential,214.73,214.73,50000
1970-01-01 00:00:00.000000073,Zone B,Commercial,204.53,204.53,60000
1970-01-01 00:00:00.000000074,Zone C,Industrial,159.3,159.3,70000
1970-01-01 00:00:00.000000075,Zone A,Residential,143.88,143.88,50000
1970-01-01 00:00:00.000000076,Zone B,Commercial,113.7,113.7,60000
1970-01-01 00:00:00.000000077,Zone C,Industrial,116.48,116.48,70000
1970-01-01 00:00:00.000000078,Zone A,Residential,117.48,117.48,50000
1970-01-01 00:00:00.000000079,Zone B,Commercial,76.87,76.87,60000
1970-01-01 00:00:00.000000080,Zone C,Industrial,148.51,148.51,70000
1970-01-01 00:00:00.000000081,Zone A,Residential,197.95,197.95,50000
1970-01-01 00:00:00.000000082,Zone B,Commercial,174.58,174.58,60000
1970-01-01 00:00:00.000000083,Zone C,Industrial,45.43,45.43,70000
1970-01-01 00:00:00.000000084,Zone A,Residential,105.84,105.84,50000
1970-01-01 00:00:00.000000085,Zone B,Commercial,311.86,311.86,60000
1970-01-01 00:00:00.000000085,Zone C,Industrial,76.14,76.14,70000
1970-01-01 00:00:00.000000086,Zone A,Residential,159.4,159.4,50000
1970-01-01 00:00:00.000000087,Zone B,Commercial,92.63,92.63,60000
1970-01-01 00:00:00.000000088,Zone C,Industrial,143.4,143.4,70000
1970-01-01 00:00:00.000000089,Zone A,Residential,128.08,128.08,50000
1970-01-01 00:00:00.000000090,Zone B,Commercial,307.55,307.55,60000
1970-01-01 00:00:00.000000091,Zone C,Industrial,103.66,103.66,70000
1970-01-01 00:00:00.000000092,Zone A,Residential,213.08,213.08,50000
1970-01-01 00:00:00.000000093,Zone B,Commercial,249.69,249.69,60000
1970-01-01 00:00:00.000000094,Zone C,Industrial,353.99,353.99,70000
1970-01-01 00:00:00.000000095,Zone A,Residential,60.82,60.82,50000
1970-01-01 00:00:00.000000096,Zone B,Commercial,144.34,144.34,60000
1970-01-01 00:00:00.000000097,Zone C,Industrial,85.4,85.4,70000
1970-01-01 00:00:00.000000098,Zone A,Residential,79.81,79.81,50000
1970-01-01 00:00:00.000000099,Zone B,Commercial,115.02,115.02,60000
1970-01-01 00:00:00.000000100,Zone C,Industrial,169.71,169.71,70000
1970-01-01 00:00:00.000000101,Zone A,Residential,92.55,92.55,50000
1970-01-01 00:00:00.000000102,Zone B,Commercial,96.29,96.29,60000
1970-01-01 00:00:00.000000103,Zone C,Industrial,106.78,106.78,70000
1970-01-01 00:00:00.000000104,Zone A,Residential,68.36,68.36,50000
1970-01-01 00:00:00.000000105,Zone B,Commercial,93.22,93.22,60000
1970-01-01 00:00:00.000000106,Zone C,Industrial,80.42,80.42,70000
1970-01-01 00:00:00.000000107,Zone A,Residential,86.86,86.86,50000
1970-01-01 00:00:00.000000108,Zone B,Commercial,117.28,117.28,60000
1970-01-01 00:00:00.000000109,Zone C,Industrial,112.21,112.21,70000
1970-01-01 00:00:00.000000110,Zone A,Residential,128.58,128.58,50000
1970-01-01 00:00:00.000000111,Zone B,Commercial,228.57,228.57,60000
1970-01-01 00:00:00.000000112,Zone C,Industrial,198.01,198.01,70000
1970-01-01 00:00:00.000000113,Zone A,Residential,120.95,120.95,50000
1970-01-01 00:00:00.000000114,Zone B,Commercial,147.79,147.79,60000
1970-01-01 00:00:00.000000115,Zone C,Industrial,108.4,108.4,70000
1970-01-01 00:00:00.000000116,Zone A,Residential,62.94,62.94,50000
1970-01-01 00:00:00.000000117,Zone B,Commercial,247.87,247.87,60000
1970-01-01 00:00:00.000000118,Zone C,Industrial,99.45,99.45,70000
1970-01-01 00:00:00.000000119,Zone A,Residential,99.9,99.9,50000
1970-01-01 00:00:00.000000120,Zone B,Commercial,63.41,63.41,60000
1970-01-01 00:00:00.000000121,Zone C,Industrial,97.31,97.31,70000
1970-01-01 00:00:00.000000122,Zone A,Residential,84.03,84.03,50000
1970-01-01 00:00:00.000000123,Zone B,Commercial,87.94,87.94,60000
1970-01-01 00:00:00.000000124,Zone C,Industrial,109.22,109.22,70000
1970-01-01 00:00:00.000000125,Zone A,Residential,91.17,91.17,50000
1970-01-01 00:00:00.000000126,Zone B,Commercial,101.59,101.59,60000
1970-01-01 00:00:00.000000127,Zone C,Industrial,132.96,132.96,70000
1970-01-01 00:00:00.000000128,Zone A,Residential,263.7,263.7,50000
1970-01-01 00:00:00.000000129,Zone B,Commercial,347.06,347.06,60000
1970-01-01 00:00:00.000000130,Zone C,Industrial,195.79,195.79,70000
1970-01-01 00:00:00.000000131,Zone A,Residential,118.56,118.56,50000
1970-01-01 00:00:00.000000132,Zone B,Commercial,164.24,164.24,60000
1970-01-01 00:00:00.000000133,Zone C,Industrial,79.24,79.24,70000
1970-01-01 00:00:00.000000134,Zone A,Residential,122.03,122.03,50000
1970-01-01 00:00:00.000000135,Zone B,Commercial,70.16,70.16,60000
1970-01-01 00:00:00.000000136,Zone C,Industrial,128.92,128.92,70000
1970-01-01 00:00:00.000000137,Zone A,Residential,78.6,78.6,50000
1970-01-01 00:00:00.000000138,Zone B,Commercial,54.69,54.69,60000
1970-01-01 00:00:00.000000139,Zone C,Industrial,53.91,53.91,70000
1970-01-01 00:00:00.000000140,Zone A,Residential,168.55,168.55,50000
1970-01-01 00:00:00.000000141,Zone B,Commercial,107.11,107.11,60000
1970-01-01 00:00:00.000000142,Zone C,Industrial,67.79,67.79,70000
1970-01-01 00:00:00.000000143,Zone A,Residential,116.29,116.29,50000
1970-01-01 00:00:00.000000144,Zone B,Commercial,123.38,123.38,60000
1970-01-01 00:00:00.000000145,Zone C,Industrial,200.9,200.9,70000
1970-01-01 00:00:00.000000146,Zone A,Residential,98.01,98.01,50000
1970-01-01 00:00:00.000000147,Zone B,Commercial,106.07,106.07,60000
1970-01-01 00:00:00.000000148,Zone C,Industrial,138.93,138.93,70000
1970-01-01 00:00:00.000000149,Zone A,Residential,149.21,149.21,50000
1970-01-01 00:00:00.000000150,Zone B,Commercial,383.56,383.56,60000
1970-01-01 00:00:00.000000151,Zone C,Industrial,296.7,296.7,70000
1970-01-01 00:00:00.000000152,Zone A,Residential,146.26,146.26,50000
1970-01-01 00:00:00.000000153,Zone B,Commercial,8.61,8.61,60000
1970-01-01 00:00:00.000000153,Zone C,Industrial,155.41,155.41,70000
1970-01-01 00:00:00.000000154,Zone A,Residential,137.39,137.39,50000
1970-01-01 00:00:00.000000155,Zone B,Commercial,88.69,88.69,60000
1970-01-01 00:00:00.000000156,Zone C,Industrial,142.21,142.21,70000
1970-01-01 00:00:00.000000157,Zone A,Residential,134.76,134.76,50000
1970-01-01 00:00:00.000000158,Zone B,Commercial,75.04,75.04,60000
1970-01-01 00:00:00.000000159,Zone C,Industrial,291.13,291.13,70000
1970-01-01 00:00:00.000000160,Zone A,Residential,454.7,454.7,50000
1970-01-01 00:00:00.000000161,Zone B,Commercial,173.33,173.33,60000
1970-01-01 00:00:00.000000162,Zone C,Industrial,180.96,180.96,70000
1970-01-01 00:00:00.000000163,Zone A,Residential,136.25,136.25,50000
1970-01-01 00:00:00.000000164,Zone B,Commercial,103.42,103.42,60000
1970-01-01 00:00:00.000000165,Zone C,Industrial,114.3,114.3,70000
1970-01-01 00:00:00.000000166,Zone A,Residential,114.71,114.71,50000
1970-01-01 00:00:00.000000167,Zone B,Commercial,104.9,104.9,60000
1970-01-01 00:00:00.000000168,Zone C,Industrial,143.73,143.73,70000
1970-01-01 00:00:00.000000169,Zone A,Residential,117.72,117.72,50000
1970-01-01 00:00:00.000000170,Zone B,Commercial,104.36,104.36,60000
1970-01-01 00:00:00.000000171,Zone C,Industrial,174.98,174.98,70000
1970-01-01 00:00:00.000000172,Zone A,Residential,167.38,167.38,50000
1970-01-01 00:00:00.000000173,Zone B,Commercial,123.25,123.25,60000
1970-01-01 00:00:00.000000174,Zone C,Industrial,575.28,575.28,70000
1970-01-01 00:00:00.000000175,Zone A,Residential,278.25,278.25,50000
1970-01-01 00:00:00.000000176,Zone B,Commercial,250.84,250.84,60000
1970-01-01 00:00:00.000000177,Zone C,Industrial,172.99,172.99,70000
1970-01-01 00:00:00.000000178,Zone A,Residential,170.79,170.79,50000
1970-01-01 00:00:00.000000179,Zone B,Commercial,110.32,110.32,60000
1970-01-01 00:00:00.000000180,Zone C,Industrial,117.42,117.42,70000
1970-01-01 00:00:00.000000181,Zone A,Residential,252.4,252.4,50000
1970-01-01 00:00:00.000000182,Zone B,Commercial,172.77,172.77,60000
1970-01-01 00:00:00.000000183,Zone C,Industrial,133.09,133.09,70000
1970-01-01 00:00:00.000000184,Zone A,Residential,301.99,301.99,50000
1970-01-01 00:00:00.000000185,Zone B,Commercial,180.12,180.12,60000
1970-01-01 00:00:00.000000186,Zone C,Industrial,79.6,79.6,70000
1970-01-01 00:00:00.000000187,Zone A,Residential,148.62,148.62,50000
1970-01-01 00:00:00.000000188,Zone B,Commercial,243.67,243.67,60000
1970-01-01 00:00:00.000000189,Zone C,Industrial,338.09,338.09,70000
1970-01-01 00:00:00.000000190,Zone A,Residential,94.13,94.13,50000
1970-01-01 00:00:00.000000191,Zone B,Commercial,153.21,153.21,60000
1970-01-01 00:00:00.000000191,Zone C,Industrial,42.01,42.01,70000
1970-01-01 00:00:00.000000192,Zone A,Residential,323.23,323.23,50000
1970-01-01 00:00:00.000000193,Zone B,Commercial,354.34,354.34,60000
1970-01-01 00:00:00.000000194,Zone C,Industrial,99.45,99.45,70000
1970-01-01 00:00:00.000000195,Zone A,Residential,283.17,283.17,50000
1970-01-01 00:00:00.000000196,Zone B,Commercial,319.58,319.58,60000
1970-01-01 00:00:00.000000197,Zone C,Industrial,137.59,137.59,70000
1970-01-01 00:00:00.000000198,Zone A,Residential,116.26,116.26,50000
